[rosmaster.main][INFO] 2021-06-21 07:44:06,722: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-06-21 07:44:06,722: Starting ROS Master Node
[rosmaster.master][INFO] 2021-06-21 07:44:09,496: +SERVICE [/racecar/controller_manager/get_loggers] /racecar/controller_manager http://c0cf3ac15434:33085/
[rosmaster.master][INFO] 2021-06-21 07:44:09,497: +SERVICE [/racecar/controller_manager/set_logger_level] /racecar/controller_manager http://c0cf3ac15434:33085/
[rosmaster.master][INFO] 2021-06-21 07:44:09,528: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:41013/', 'http://c0cf3ac15434:33085/']
[rosmaster.master][INFO] 2021-06-21 07:44:09,529: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:41013/', 'http://c0cf3ac15434:33085/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:44:09,529: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/']
[rosmaster.master][INFO] 2021-06-21 07:44:09,530: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:44:09,673: +PUB [/rosout] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:44:09,676: +SERVICE [/robot_state_publisher/get_loggers] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:44:09,677: +SERVICE [/robot_state_publisher/set_logger_level] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:44:09,681: +SUB [/clock] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:44:09,685: +PUB [/tf] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:44:09,686: +PUB [/tf_static] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:44:09,693: +SUB [/racecar/joint_states] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:44:09,729: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:34631/']
[rosmaster.master][INFO] 2021-06-21 07:44:09,730: publisherUpdate[/tf] -> http://c0cf3ac15434:33609/ ['http://c0cf3ac15434:34631/']
[rosmaster.master][INFO] 2021-06-21 07:44:09,730: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:34631/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:44:09,731: publisherUpdate[/tf] -> http://c0cf3ac15434:33609/ ['http://c0cf3ac15434:34631/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:44:09,731: publisherUpdate[/tf_static] -> http://c0cf3ac15434:33609/ ['http://c0cf3ac15434:34631/']
[rosmaster.master][INFO] 2021-06-21 07:44:09,732: publisherUpdate[/tf_static] -> http://c0cf3ac15434:33609/ ['http://c0cf3ac15434:34631/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:44:09,808: +SERVICE [/camera/zed/set_camera_info] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,811: +SERVICE [/camera/zed/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,811: +PUB [/camera/zed/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,812: +PUB [/camera/zed/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,814: +PARAM [/camera/zed/imager_rate] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,814: +PARAM [/camera/zed/imager_rate] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,855: +PUB [/camera/zed/rgb/image_rect_color/compressedDepth] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,856: +SERVICE [/camera/zed/rgb/image_rect_color/compressedDepth/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,856: +PUB [/camera/zed/rgb/image_rect_color/compressedDepth/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,857: +PUB [/camera/zed/rgb/image_rect_color/compressedDepth/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,860: +PARAM [/camera/zed/rgb/image_rect_color/compressedDepth/depth_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,861: +PARAM [/camera/zed/rgb/image_rect_color/compressedDepth/depth_quantization] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,861: +PARAM [/camera/zed/rgb/image_rect_color/compressedDepth/png_level] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,862: +PARAM [/camera/zed/rgb/image_rect_color/compressedDepth/depth_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,863: +PARAM [/camera/zed/rgb/image_rect_color/compressedDepth/depth_quantization] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,863: +PARAM [/camera/zed/rgb/image_rect_color/compressedDepth/png_level] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,865: +PUB [/camera/zed/rgb/image_rect_color/compressed] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,866: +SERVICE [/camera/zed/rgb/image_rect_color/compressed/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,866: +PUB [/camera/zed/rgb/image_rect_color/compressed/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,867: +PUB [/camera/zed/rgb/image_rect_color/compressed/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,870: +PARAM [/camera/zed/rgb/image_rect_color/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,870: +PARAM [/camera/zed/rgb/image_rect_color/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,871: +PARAM [/camera/zed/rgb/image_rect_color/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,871: +PARAM [/camera/zed/rgb/image_rect_color/compressed/format] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,872: +PARAM [/camera/zed/rgb/image_rect_color/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,873: +PARAM [/camera/zed/rgb/image_rect_color/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,875: +PUB [/camera/zed/rgb/image_rect_color] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,876: +PUB [/camera/zed/rgb/image_rect_color/theora] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,877: +SERVICE [/camera/zed/rgb/image_rect_color/theora/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,878: +PUB [/camera/zed/rgb/image_rect_color/theora/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,878: +PUB [/camera/zed/rgb/image_rect_color/theora/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:09,881: +PARAM [/camera/zed/rgb/image_rect_color/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,882: +PARAM [/camera/zed/rgb/image_rect_color/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,882: +PARAM [/camera/zed/rgb/image_rect_color/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,883: +PARAM [/camera/zed/rgb/image_rect_color/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,884: +PARAM [/camera/zed/rgb/image_rect_color/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,884: +PARAM [/camera/zed/rgb/image_rect_color/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,889: +PARAM [/camera/zed/rgb/image_rect_color/theora/quality] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,890: +PARAM [/camera/zed/rgb/image_rect_color/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:09,892: +PUB [/camera/zed/rgb/camera_info] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,003: +SERVICE [/racecar/controller_manager/list_controllers] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,004: +SERVICE [/racecar/controller_manager/list_controller_types] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,005: +SERVICE [/racecar/controller_manager/load_controller] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,005: +SERVICE [/racecar/controller_manager/unload_controller] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,006: +SERVICE [/racecar/controller_manager/switch_controller] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,007: +SERVICE [/racecar/controller_manager/reload_controller_libraries] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,119: +SERVICE [/racecar/left_rear_wheel_velocity_controller/pid/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,120: +PUB [/racecar/left_rear_wheel_velocity_controller/pid/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,120: +PUB [/racecar/left_rear_wheel_velocity_controller/pid/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,124: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,125: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,126: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,126: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,127: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,128: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,128: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,129: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,130: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,131: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,131: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,132: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,133: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,133: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,134: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,134: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,135: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,136: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,137: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,137: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,138: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,139: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,139: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,140: +PARAM [/racecar/left_rear_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,141: +PUB [/racecar/left_rear_wheel_velocity_controller/state] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,144: +SUB [/racecar/left_rear_wheel_velocity_controller/command] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,155: +SERVICE [/racecar/right_rear_wheel_velocity_controller/pid/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,156: +PUB [/racecar/right_rear_wheel_velocity_controller/pid/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,157: +PUB [/racecar/right_rear_wheel_velocity_controller/pid/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,161: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,161: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,162: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,163: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,173: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,175: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,176: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,177: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,177: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,178: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,179: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,180: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,181: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,182: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,182: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,183: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,183: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,184: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,185: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,185: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,186: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,187: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,188: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,188: +PARAM [/racecar/right_rear_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,189: +PUB [/racecar/right_rear_wheel_velocity_controller/state] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,193: +SUB [/racecar/right_rear_wheel_velocity_controller/command] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,217: +SERVICE [/racecar/left_front_wheel_velocity_controller/pid/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,218: +PUB [/racecar/left_front_wheel_velocity_controller/pid/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,223: +PUB [/racecar/left_front_wheel_velocity_controller/pid/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,231: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,251: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,253: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,253: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,255: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,256: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,257: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,258: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,258: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,259: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,260: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,261: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,262: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,264: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,265: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,265: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,266: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,267: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,268: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,268: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,269: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,270: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,270: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,287: +PARAM [/racecar/left_front_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,288: +PUB [/racecar/left_front_wheel_velocity_controller/state] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,292: +SUB [/racecar/left_front_wheel_velocity_controller/command] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,314: +SERVICE [/racecar/right_front_wheel_velocity_controller/pid/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,319: +PUB [/racecar/right_front_wheel_velocity_controller/pid/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,321: +PUB [/racecar/right_front_wheel_velocity_controller/pid/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,326: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,327: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,328: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,329: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,330: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,330: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,331: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,332: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,333: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,334: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,334: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,335: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,336: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,337: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,338: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,339: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,340: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,341: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,342: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,353: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,354: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,355: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,356: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,357: +PARAM [/racecar/right_front_wheel_velocity_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,358: +PUB [/racecar/right_front_wheel_velocity_controller/state] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,361: +SUB [/racecar/right_front_wheel_velocity_controller/command] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,387: +SERVICE [/racecar/left_steering_hinge_position_controller/pid/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,388: +PUB [/racecar/left_steering_hinge_position_controller/pid/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
